gu_name,waiting_personal_num ,waiting_company_num ,profit ,visited_personal_num ,visited_company_num ,Date 
구로구,22,12,449,50,8,"Sunday, July 31, 2022"
마포구,49,19,412,29,11,"Thursday, August 4, 2022"
강남구,64,8,540,60,11,"Monday, August 1, 2022"
서초구,73,14,496,29,6,"Saturday, July 30, 2022"
동작구,43,18,494,66,5,"Saturday, August 6, 2022"
은평구,22,17,576,54,13,"Thursday, August 4, 2022"
중랑구,37,11,556,61,13,"Thursday, August 4, 2022"
강동구,60,10,552,59,6,"Thursday, July 28, 2022"
송파구,54,19,431,69,11,"Wednesday, July 27, 2022"
관악구,28,10,517,63,10,"Sunday, July 31, 2022"
금천구,66,15,584,62,7,"Saturday, July 30, 2022"
구로구,46,11,516,59,8,"Monday, August 1, 2022"
마포구,63,12,533,55,8,"Monday, August 1, 2022"
서대문구,61,19,549,38,6,"Tuesday, August 2, 2022"
중구,60,17,535,66,7,"Saturday, July 30, 2022"
성북구,36,12,590,25,9,"Tuesday, August 2, 2022"
종로구,47,8,472,44,12,"Sunday, August 7, 2022"
영등포구,45,7,452,20,10,"Sunday, August 7, 2022"
관악구,25,19,446,35,10,"Sunday, July 31, 2022"
강동구,42,14,481,30,10,"Friday, July 29, 2022"
송파구,45,9,407,62,11,"Friday, July 29, 2022"
관악구,69,9,580,20,8,"Monday, July 25, 2022"
금천구,76,8,522,76,13,"Wednesday, July 27, 2022"
구로구,75,9,505,75,10,"Sunday, August 7, 2022"
마포구,26,11,442,73,6,"Sunday, August 7, 2022"
강남구,77,11,446,41,11,"Monday, July 25, 2022"
서초구,57,12,453,70,10,"Tuesday, July 26, 2022"
동작구,34,18,537,77,7,"Tuesday, July 26, 2022"
은평구,58,6,407,57,7,"Saturday, July 30, 2022"
중랑구,23,13,500,51,9,"Tuesday, July 26, 2022"
강동구,78,9,552,28,12,"Monday, July 25, 2022"
송파구,58,6,409,28,10,"Sunday, July 31, 2022"
관악구,42,6,443,72,13,"Sunday, July 31, 2022"
금천구,70,16,485,54,8,"Thursday, July 28, 2022"
구로구,48,13,441,21,13,"Friday, August 5, 2022"
마포구,34,18,402,23,11,"Tuesday, August 2, 2022"
서대문구,54,7,461,37,8,"Friday, August 5, 2022"
중구,37,6,511,67,12,"Thursday, August 4, 2022"
성북구,33,11,404,41,6,"Thursday, August 4, 2022"
종로구,54,16,592,67,13,"Friday, July 29, 2022"
영등포구,63,8,432,41,10,"Wednesday, July 27, 2022"
관악구,54,12,419,36,10,"Sunday, July 31, 2022"
강동구,22,8,576,53,13,"Friday, August 5, 2022"
송파구,64,12,433,34,10,"Tuesday, July 26, 2022"
관악구,29,18,554,71,6,"Friday, August 5, 2022"
금천구,78,10,427,50,9,"Sunday, July 31, 2022"
구로구,70,8,446,40,10,"Thursday, August 4, 2022"
마포구,79,10,565,20,7,"Sunday, August 7, 2022"
강남구,20,8,599,23,13,"Wednesday, July 27, 2022"
서초구,73,9,406,62,11,"Sunday, July 31, 2022"
동작구,72,17,451,23,11,"Friday, August 5, 2022"
은평구,36,19,402,31,6,"Friday, July 29, 2022"
중랑구,52,17,439,22,10,"Friday, August 5, 2022"
강동구,70,9,523,40,9,"Tuesday, July 26, 2022"
송파구,39,19,493,32,5,"Saturday, July 30, 2022"
관악구,53,15,411,64,12,"Wednesday, July 27, 2022"
금천구,39,17,434,46,13,"Sunday, July 31, 2022"
구로구,68,18,499,73,11,"Thursday, August 4, 2022"
마포구,48,10,538,69,7,"Wednesday, July 27, 2022"
서대문구,28,7,486,45,12,"Sunday, July 31, 2022"
중구,31,18,407,78,10,"Monday, July 25, 2022"
성북구,38,15,591,40,12,"Friday, July 29, 2022"
종로구,60,12,514,79,8,"Friday, July 29, 2022"
영등포구,73,11,423,22,6,"Wednesday, August 3, 2022"
관악구,52,12,541,61,12,"Friday, July 29, 2022"
강동구,53,17,459,27,12,"Thursday, August 4, 2022"
송파구,22,8,494,62,5,"Wednesday, July 27, 2022"
관악구,44,9,504,38,7,"Tuesday, July 26, 2022"
금천구,78,19,540,36,8,"Thursday, August 4, 2022"
구로구,61,16,509,42,7,"Tuesday, July 26, 2022"
마포구,30,17,496,52,11,"Wednesday, August 3, 2022"
강남구,43,9,512,33,9,"Thursday, August 4, 2022"
서초구,74,16,571,64,7,"Tuesday, August 2, 2022"
동작구,22,6,402,46,7,"Wednesday, July 27, 2022"
은평구,25,12,460,22,9,"Tuesday, July 26, 2022"
중랑구,25,12,459,67,6,"Sunday, July 31, 2022"
강동구,60,12,512,72,5,"Saturday, July 30, 2022"
송파구,44,19,401,43,11,"Sunday, August 7, 2022"
관악구,67,17,444,65,8,"Thursday, July 28, 2022"
금천구,24,9,565,53,9,"Tuesday, July 26, 2022"
구로구,59,8,478,76,11,"Friday, August 5, 2022"
마포구,28,15,560,38,7,"Tuesday, July 26, 2022"
서대문구,24,18,597,39,8,"Tuesday, August 2, 2022"
중구,43,18,493,74,9,"Friday, August 5, 2022"
성북구,78,17,417,42,12,"Monday, August 1, 2022"
종로구,22,16,401,62,9,"Thursday, July 28, 2022"
영등포구,23,10,554,65,8,"Monday, August 1, 2022"
관악구,58,9,435,20,8,"Saturday, July 30, 2022"
강동구,32,15,410,46,6,"Tuesday, July 26, 2022"
송파구,45,15,480,31,6,"Thursday, August 4, 2022"
관악구,26,9,483,51,13,"Saturday, July 30, 2022"
금천구,51,6,482,58,9,"Friday, July 29, 2022"
구로구,73,14,425,58,12,"Sunday, August 7, 2022"
마포구,57,12,424,46,6,"Sunday, July 31, 2022"
강남구,75,15,551,61,13,"Wednesday, August 3, 2022"
서초구,21,16,445,24,7,"Monday, August 1, 2022"
동작구,45,12,477,47,8,"Sunday, August 7, 2022"
은평구,77,7,578,76,12,"Friday, July 29, 2022"
중랑구,39,8,541,44,10,"Saturday, July 30, 2022"
강동구,55,13,438,55,12,"Wednesday, July 27, 2022"
송파구,51,12,454,68,6,"Monday, July 25, 2022"
관악구,51,7,588,75,10,"Thursday, July 28, 2022"
금천구,52,6,573,78,13,"Friday, July 29, 2022"
구로구,70,10,453,62,11,"Sunday, July 31, 2022"
마포구,58,13,411,60,11,"Sunday, July 31, 2022"
서대문구,36,15,584,77,13,"Sunday, July 31, 2022"
중구,68,13,513,78,5,"Wednesday, July 27, 2022"
성북구,23,17,473,49,7,"Thursday, August 4, 2022"
종로구,61,18,452,42,12,"Saturday, August 6, 2022"
영등포구,44,18,473,66,7,"Monday, July 25, 2022"
관악구,78,15,495,71,13,"Saturday, August 6, 2022"
강동구,59,16,477,31,7,"Monday, July 25, 2022"
송파구,27,12,533,60,11,"Tuesday, August 2, 2022"
관악구,42,10,513,39,8,"Sunday, July 31, 2022"
금천구,37,17,577,40,10,"Friday, August 5, 2022"
구로구,72,8,526,40,5,"Monday, August 1, 2022"
마포구,61,10,595,74,13,"Wednesday, August 3, 2022"
강남구,57,10,467,75,12,"Monday, August 1, 2022"
서초구,75,17,566,68,13,"Monday, July 25, 2022"
동작구,37,6,450,23,5,"Sunday, July 31, 2022"
은평구,39,11,581,32,8,"Thursday, July 28, 2022"
중랑구,42,19,474,25,10,"Tuesday, August 2, 2022"
강동구,52,18,466,74,5,"Saturday, August 6, 2022"
송파구,48,13,446,70,12,"Wednesday, July 27, 2022"
관악구,20,16,488,55,11,"Saturday, August 6, 2022"
금천구,63,8,479,58,9,"Thursday, August 4, 2022"
구로구,24,11,470,21,10,"Wednesday, August 3, 2022"
마포구,24,13,428,31,13,"Thursday, July 28, 2022"
서대문구,62,19,441,46,6,"Monday, August 1, 2022"
중구,77,17,416,47,9,"Thursday, July 28, 2022"
성북구,60,19,421,67,11,"Monday, July 25, 2022"
종로구,76,13,449,29,5,"Saturday, August 6, 2022"
영등포구,53,14,453,68,7,"Thursday, August 4, 2022"
관악구,46,14,403,73,12,"Saturday, August 6, 2022"
강동구,49,18,446,30,5,"Sunday, July 31, 2022"
송파구,34,17,559,30,7,"Saturday, August 6, 2022"
관악구,62,18,552,42,10,"Thursday, August 4, 2022"
금천구,77,6,546,39,12,"Wednesday, July 27, 2022"
구로구,44,11,509,68,7,"Saturday, July 30, 2022"
마포구,20,9,465,28,7,"Sunday, August 7, 2022"
강남구,69,7,454,47,13,"Wednesday, July 27, 2022"
서초구,57,18,584,59,12,"Tuesday, August 2, 2022"
동작구,71,18,527,43,5,"Thursday, August 4, 2022"
은평구,65,17,554,67,12,"Friday, July 29, 2022"
중랑구,46,19,487,43,8,"Tuesday, August 2, 2022"
강동구,33,11,480,62,13,"Monday, July 25, 2022"
송파구,43,12,422,53,12,"Thursday, August 4, 2022"
관악구,22,17,418,56,9,"Saturday, July 30, 2022"
금천구,20,12,491,21,12,"Thursday, July 28, 2022"
구로구,35,6,570,62,7,"Wednesday, July 27, 2022"
마포구,47,18,419,61,13,"Friday, August 5, 2022"
서대문구,74,14,563,22,11,"Thursday, July 28, 2022"
중구,33,11,522,71,12,"Sunday, July 31, 2022"
성북구,76,10,509,74,13,"Friday, August 5, 2022"
종로구,31,10,516,59,6,"Friday, July 29, 2022"
영등포구,22,9,473,56,13,"Friday, August 5, 2022"
관악구,46,14,412,59,12,"Wednesday, August 3, 2022"
강동구,42,19,523,78,11,"Tuesday, July 26, 2022"
송파구,55,14,432,38,9,"Monday, July 25, 2022"
관악구,33,10,475,64,13,"Tuesday, August 2, 2022"
금천구,66,13,500,75,8,"Friday, July 29, 2022"
구로구,30,6,497,37,6,"Friday, July 29, 2022"
마포구,30,7,408,22,5,"Sunday, August 7, 2022"
강남구,69,14,420,21,9,"Saturday, August 6, 2022"
서초구,59,15,428,69,6,"Tuesday, August 2, 2022"
동작구,51,19,428,21,5,"Sunday, July 31, 2022"
은평구,78,16,501,52,7,"Sunday, July 31, 2022"
중랑구,62,8,513,56,7,"Monday, August 1, 2022"
강동구,60,10,583,46,12,"Monday, August 1, 2022"
송파구,43,17,505,58,7,"Wednesday, July 27, 2022"
관악구,53,7,470,62,5,"Sunday, August 7, 2022"
금천구,33,18,540,55,11,"Tuesday, July 26, 2022"
구로구,68,13,578,77,8,"Wednesday, July 27, 2022"
마포구,67,6,579,43,9,"Tuesday, July 26, 2022"
서대문구,45,19,469,77,6,"Friday, July 29, 2022"
중구,41,17,414,43,13,"Wednesday, July 27, 2022"
성북구,21,14,554,28,7,"Tuesday, August 2, 2022"
종로구,44,17,491,54,13,"Sunday, August 7, 2022"
영등포구,56,17,474,54,11,"Saturday, July 30, 2022"
관악구,43,11,423,64,6,"Tuesday, July 26, 2022"
강동구,24,9,532,65,9,"Wednesday, August 3, 2022"
송파구,63,17,562,24,5,"Wednesday, August 3, 2022"
관악구,31,12,578,42,6,"Friday, July 29, 2022"
금천구,39,15,527,40,13,"Saturday, July 30, 2022"
구로구,47,18,475,62,11,"Saturday, August 6, 2022"
마포구,69,10,457,45,11,"Tuesday, August 2, 2022"
강남구,34,15,432,41,12,"Saturday, July 30, 2022"
서초구,49,11,557,45,6,"Saturday, August 6, 2022"
동작구,27,12,556,21,5,"Friday, August 5, 2022"
은평구,68,18,598,22,11,"Tuesday, August 2, 2022"
중랑구,69,7,411,21,6,"Tuesday, July 26, 2022"
강동구,46,11,419,44,11,"Tuesday, July 26, 2022"
송파구,41,9,520,40,7,"Wednesday, August 3, 2022"
관악구,30,12,529,29,6,"Tuesday, August 2, 2022"
금천구,60,7,465,60,7,"Friday, July 29, 2022"
구로구,61,11,433,74,6,"Thursday, July 28, 2022"
마포구,74,12,556,43,9,"Saturday, July 30, 2022"
서대문구,37,9,441,50,5,"Friday, August 5, 2022"
중구,53,15,583,37,9,"Wednesday, August 3, 2022"
성북구,50,9,453,43,8,"Friday, July 29, 2022"
종로구,64,10,530,74,7,"Thursday, August 4, 2022"
영등포구,52,8,474,39,8,"Monday, July 25, 2022"
관악구,48,14,401,25,9,"Tuesday, August 2, 2022"
강동구,23,18,570,74,7,"Tuesday, August 2, 2022"
송파구,63,15,486,28,7,"Saturday, August 6, 2022"
관악구,77,8,582,35,9,"Thursday, July 28, 2022"
금천구,44,14,565,23,12,"Friday, July 29, 2022"
구로구,48,14,579,67,13,"Monday, August 1, 2022"
마포구,66,10,467,28,11,"Monday, July 25, 2022"
강남구,41,17,472,55,12,"Monday, August 1, 2022"
서초구,24,15,565,25,10,"Saturday, July 30, 2022"
동작구,66,8,459,43,6,"Saturday, July 30, 2022"
은평구,49,9,579,65,6,"Wednesday, August 3, 2022"
중랑구,40,18,563,40,5,"Saturday, August 6, 2022"
강동구,61,15,532,78,13,"Saturday, August 6, 2022"
송파구,45,19,527,79,12,"Sunday, July 31, 2022"
관악구,37,10,500,27,9,"Monday, August 1, 2022"
금천구,76,12,424,46,5,"Tuesday, July 26, 2022"
구로구,64,13,455,22,9,"Monday, July 25, 2022"
마포구,49,11,405,39,6,"Thursday, August 4, 2022"
서대문구,78,13,439,27,11,"Wednesday, July 27, 2022"
중구,70,19,579,51,5,"Friday, August 5, 2022"
성북구,49,9,571,48,8,"Friday, July 29, 2022"
종로구,77,14,450,41,8,"Monday, July 25, 2022"
영등포구,46,14,553,26,6,"Tuesday, July 26, 2022"
관악구,35,19,453,32,9,"Thursday, August 4, 2022"
강동구,72,13,430,74,11,"Monday, July 25, 2022"
송파구,46,12,525,71,6,"Wednesday, July 27, 2022"
관악구,79,11,418,65,6,"Monday, August 1, 2022"
금천구,30,16,427,48,8,"Thursday, August 4, 2022"
구로구,39,13,576,66,8,"Thursday, July 28, 2022"
마포구,54,11,570,24,12,"Tuesday, July 26, 2022"
강남구,60,7,471,57,12,"Tuesday, August 2, 2022"
서초구,55,19,426,71,10,"Tuesday, August 2, 2022"
동작구,74,9,403,70,8,"Thursday, July 28, 2022"
은평구,75,7,578,23,9,"Friday, July 29, 2022"
중랑구,22,15,545,36,9,"Friday, August 5, 2022"
강동구,35,15,557,35,7,"Friday, August 5, 2022"
송파구,30,17,542,26,9,"Friday, July 29, 2022"
관악구,35,13,497,67,7,"Monday, July 25, 2022"
금천구,27,14,538,31,11,"Tuesday, August 2, 2022"
구로구,77,15,559,22,12,"Saturday, July 30, 2022"
마포구,62,19,445,45,8,"Thursday, July 28, 2022"
서대문구,46,12,481,65,5,"Tuesday, August 2, 2022"
중구,25,19,420,24,12,"Tuesday, August 2, 2022"
성북구,58,8,539,24,7,"Saturday, August 6, 2022"
종로구,25,15,445,48,12,"Saturday, August 6, 2022"
영등포구,43,8,516,33,9,"Thursday, August 4, 2022"
관악구,57,14,430,58,13,"Sunday, July 31, 2022"
강동구,51,11,447,49,9,"Tuesday, August 2, 2022"
송파구,32,14,438,32,10,"Saturday, August 6, 2022"
관악구,24,11,537,76,6,"Thursday, August 4, 2022"
금천구,58,12,558,63,13,"Monday, July 25, 2022"
구로구,30,18,544,78,9,"Tuesday, July 26, 2022"
마포구,31,11,596,35,9,"Friday, August 5, 2022"
강남구,76,14,448,47,13,"Friday, August 5, 2022"
서초구,55,12,543,27,13,"Thursday, August 4, 2022"
동작구,20,7,595,56,10,"Saturday, July 30, 2022"
은평구,71,11,595,79,13,"Saturday, July 30, 2022"
중랑구,37,15,589,75,6,"Friday, July 29, 2022"
강동구,26,6,492,32,13,"Sunday, July 31, 2022"
송파구,39,10,402,72,9,"Tuesday, August 2, 2022"
관악구,20,14,503,37,8,"Wednesday, August 3, 2022"
금천구,35,7,577,60,9,"Thursday, August 4, 2022"
구로구,67,14,498,50,8,"Wednesday, July 27, 2022"
마포구,37,11,439,39,8,"Friday, July 29, 2022"
서대문구,64,17,539,68,11,"Friday, August 5, 2022"
중구,50,15,563,33,12,"Wednesday, August 3, 2022"
성북구,35,13,442,38,7,"Sunday, August 7, 2022"
종로구,25,19,545,55,6,"Sunday, July 31, 2022"
영등포구,54,19,575,61,7,"Monday, July 25, 2022"
관악구,28,6,524,50,13,"Tuesday, August 2, 2022"
강동구,78,12,508,65,6,"Tuesday, August 2, 2022"
송파구,76,18,510,41,10,"Sunday, July 31, 2022"
관악구,43,14,434,30,12,"Thursday, August 4, 2022"
금천구,23,14,589,28,10,"Friday, August 5, 2022"
구로구,48,17,570,36,9,"Thursday, July 28, 2022"
마포구,32,16,485,31,12,"Thursday, July 28, 2022"
강남구,43,17,531,66,10,"Tuesday, August 2, 2022"
서초구,47,17,467,64,9,"Monday, July 25, 2022"
동작구,76,7,404,75,9,"Wednesday, July 27, 2022"
은평구,59,18,548,63,8,"Sunday, August 7, 2022"
중랑구,35,15,451,36,11,"Sunday, July 31, 2022"
강동구,35,12,459,43,11,"Tuesday, August 2, 2022"
송파구,62,12,452,48,10,"Tuesday, August 2, 2022"
관악구,65,16,490,43,10,"Sunday, August 7, 2022"
금천구,60,15,476,52,6,"Saturday, July 30, 2022"
구로구,47,9,436,26,8,"Monday, August 1, 2022"
마포구,52,17,414,59,9,"Saturday, August 6, 2022"
서대문구,40,18,567,38,6,"Saturday, July 30, 2022"
중구,26,8,452,73,5,"Thursday, August 4, 2022"
성북구,22,15,459,77,13,"Thursday, July 28, 2022"
종로구,46,6,445,50,7,"Thursday, July 28, 2022"
영등포구,59,8,420,65,13,"Friday, August 5, 2022"
관악구,65,15,541,41,10,"Tuesday, July 26, 2022"
강동구,27,11,588,55,8,"Sunday, July 31, 2022"
송파구,76,14,573,21,13,"Monday, July 25, 2022"
관악구,49,9,533,47,10,"Tuesday, August 2, 2022"
금천구,65,7,488,28,6,"Monday, July 25, 2022"
구로구,25,7,562,57,12,"Friday, July 29, 2022"
마포구,42,16,544,61,11,"Wednesday, July 27, 2022"
강남구,58,15,554,41,10,"Tuesday, July 26, 2022"
서초구,28,17,478,68,5,"Tuesday, July 26, 2022"
동작구,43,18,492,41,6,"Thursday, July 28, 2022"
은평구,38,7,481,37,7,"Saturday, July 30, 2022"
중랑구,73,16,496,60,6,"Tuesday, August 2, 2022"
강동구,40,13,530,56,7,"Tuesday, July 26, 2022"
송파구,49,10,493,53,9,"Sunday, August 7, 2022"
관악구,31,17,509,78,11,"Friday, August 5, 2022"
금천구,72,16,539,70,10,"Tuesday, July 26, 2022"
구로구,68,15,548,39,9,"Thursday, August 4, 2022"
마포구,61,10,444,51,13,"Monday, July 25, 2022"
서대문구,22,11,574,70,10,"Saturday, August 6, 2022"
중구,33,14,530,42,13,"Monday, July 25, 2022"
성북구,42,18,467,66,9,"Monday, July 25, 2022"
종로구,57,10,546,59,8,"Tuesday, July 26, 2022"
영등포구,31,19,406,72,5,"Tuesday, August 2, 2022"
관악구,40,10,485,32,10,"Tuesday, July 26, 2022"
강동구,75,9,579,68,5,"Saturday, July 30, 2022"
송파구,21,13,460,52,9,"Friday, July 29, 2022"
관악구,44,13,554,64,11,"Wednesday, July 27, 2022"
금천구,60,11,543,57,5,"Wednesday, July 27, 2022"
구로구,33,11,585,58,5,"Sunday, July 31, 2022"
마포구,60,17,554,25,7,"Saturday, August 6, 2022"
강남구,73,8,499,61,11,"Monday, August 1, 2022"
서초구,70,11,495,25,5,"Tuesday, August 2, 2022"
동작구,79,16,481,36,11,"Friday, August 5, 2022"
은평구,30,14,419,67,8,"Saturday, August 6, 2022"
중랑구,69,13,532,41,6,"Monday, July 25, 2022"
강동구,34,14,539,28,5,"Wednesday, August 3, 2022"
송파구,33,14,491,61,6,"Friday, July 29, 2022"
관악구,24,6,596,53,9,"Monday, August 1, 2022"
금천구,59,14,516,43,13,"Monday, August 1, 2022"
구로구,78,6,505,45,6,"Thursday, July 28, 2022"
마포구,36,7,468,40,9,"Saturday, August 6, 2022"
서대문구,54,15,411,28,7,"Saturday, August 6, 2022"
중구,68,17,531,74,9,"Sunday, August 7, 2022"
성북구,78,15,573,65,5,"Wednesday, July 27, 2022"
종로구,66,10,430,59,12,"Thursday, August 4, 2022"
영등포구,65,17,559,59,12,"Thursday, July 28, 2022"
관악구,36,11,532,44,12,"Monday, August 1, 2022"
강동구,35,17,523,72,9,"Tuesday, August 2, 2022"
송파구,46,8,589,75,9,"Friday, August 5, 2022"
관악구,46,10,560,58,6,"Friday, July 29, 2022"
금천구,45,11,492,56,13,"Friday, July 29, 2022"
구로구,78,18,460,31,12,"Monday, July 25, 2022"
마포구,53,10,573,71,5,"Tuesday, July 26, 2022"
강남구,66,14,535,35,6,"Wednesday, July 27, 2022"
서초구,30,17,435,56,12,"Friday, July 29, 2022"
동작구,68,9,483,64,5,"Sunday, August 7, 2022"
은평구,44,13,463,41,6,"Thursday, August 4, 2022"
중랑구,30,15,536,28,12,"Monday, August 1, 2022"
강동구,41,19,512,52,13,"Wednesday, August 3, 2022"
송파구,68,6,516,64,9,"Tuesday, July 26, 2022"
관악구,26,17,528,46,9,"Saturday, July 30, 2022"
금천구,30,15,475,73,5,"Tuesday, August 2, 2022"
구로구,47,18,527,58,5,"Monday, August 1, 2022"
마포구,77,12,453,55,13,"Sunday, August 7, 2022"
서대문구,63,18,493,29,11,"Tuesday, July 26, 2022"
중구,57,19,585,77,6,"Sunday, August 7, 2022"
성북구,29,12,541,25,11,"Wednesday, July 27, 2022"
종로구,43,14,534,46,6,"Tuesday, August 2, 2022"
영등포구,60,10,423,49,10,"Monday, July 25, 2022"
관악구,44,6,453,36,10,"Friday, July 29, 2022"
강동구,73,14,442,36,5,"Saturday, August 6, 2022"
송파구,37,8,555,40,13,"Friday, July 29, 2022"
관악구,76,15,564,60,9,"Tuesday, August 2, 2022"
금천구,24,7,589,42,10,"Tuesday, August 2, 2022"
구로구,38,11,439,31,11,"Monday, July 25, 2022"
마포구,55,6,418,76,12,"Saturday, July 30, 2022"
강남구,34,8,423,56,8,"Sunday, July 31, 2022"
서초구,52,18,521,31,12,"Thursday, August 4, 2022"
동작구,32,16,594,67,6,"Thursday, July 28, 2022"
은평구,63,7,467,54,9,"Wednesday, August 3, 2022"
중랑구,25,15,593,65,5,"Sunday, August 7, 2022"
강동구,39,11,447,39,12,"Tuesday, August 2, 2022"
송파구,75,12,413,73,13,"Wednesday, July 27, 2022"
관악구,28,19,485,77,9,"Monday, August 1, 2022"
금천구,73,12,530,20,7,"Wednesday, July 27, 2022"
구로구,40,11,463,62,5,"Friday, August 5, 2022"
마포구,72,8,553,65,13,"Thursday, August 4, 2022"
서대문구,76,11,579,61,9,"Thursday, August 4, 2022"
중구,51,18,438,75,5,"Tuesday, August 2, 2022"
성북구,36,12,580,56,9,"Thursday, August 4, 2022"
종로구,61,7,512,75,10,"Friday, August 5, 2022"
영등포구,76,15,585,51,9,"Sunday, July 31, 2022"
관악구,58,19,437,31,8,"Saturday, July 30, 2022"
강동구,27,10,576,29,13,"Monday, August 1, 2022"
송파구,59,14,456,40,12,"Tuesday, July 26, 2022"
관악구,21,16,579,46,5,"Monday, August 1, 2022"
금천구,58,13,549,30,6,"Monday, August 1, 2022"
구로구,26,17,532,44,10,"Tuesday, July 26, 2022"
마포구,53,10,432,25,10,"Sunday, August 7, 2022"
강남구,23,15,458,40,7,"Saturday, August 6, 2022"
서초구,63,12,486,64,8,"Friday, August 5, 2022"
동작구,31,14,434,69,9,"Tuesday, July 26, 2022"
은평구,70,13,582,67,10,"Sunday, July 31, 2022"
중랑구,38,16,507,64,12,"Thursday, July 28, 2022"
강동구,75,17,575,42,10,"Tuesday, July 26, 2022"
송파구,30,9,438,31,6,"Saturday, August 6, 2022"
관악구,22,19,566,20,9,"Tuesday, August 2, 2022"
금천구,26,12,548,74,11,"Thursday, July 28, 2022"
구로구,72,12,588,67,9,"Friday, July 29, 2022"
마포구,28,7,517,57,10,"Wednesday, July 27, 2022"
서대문구,56,18,457,37,13,"Saturday, July 30, 2022"
중구,41,9,502,77,9,"Saturday, August 6, 2022"
성북구,69,9,487,50,11,"Monday, August 1, 2022"
종로구,28,12,577,51,8,"Wednesday, August 3, 2022"
영등포구,33,14,508,51,8,"Friday, July 29, 2022"
관악구,26,8,522,60,7,"Thursday, July 28, 2022"
강동구,71,7,447,66,7,"Tuesday, August 2, 2022"
송파구,78,17,571,71,5,"Sunday, July 31, 2022"
관악구,60,10,570,27,5,"Wednesday, August 3, 2022"
금천구,46,12,447,57,9,"Thursday, August 4, 2022"
구로구,26,12,451,76,6,"Wednesday, July 27, 2022"
마포구,74,9,432,30,5,"Tuesday, July 26, 2022"
강남구,77,16,410,51,5,"Sunday, July 31, 2022"
서초구,48,11,458,27,5,"Sunday, August 7, 2022"
동작구,47,16,430,62,9,"Monday, August 1, 2022"
은평구,78,9,473,28,5,"Wednesday, July 27, 2022"
중랑구,74,13,488,67,9,"Thursday, July 28, 2022"
강동구,70,16,444,33,11,"Tuesday, August 2, 2022"
송파구,33,9,439,48,13,"Wednesday, July 27, 2022"
관악구,45,10,459,25,11,"Tuesday, July 26, 2022"
금천구,35,15,451,75,8,"Saturday, July 30, 2022"
구로구,43,16,512,64,11,"Sunday, August 7, 2022"
마포구,28,12,521,36,13,"Sunday, August 7, 2022"
서대문구,68,16,402,25,10,"Wednesday, July 27, 2022"
중구,40,10,579,67,5,"Thursday, July 28, 2022"
성북구,26,15,513,39,9,"Tuesday, August 2, 2022"
종로구,37,19,543,36,8,"Saturday, July 30, 2022"
영등포구,23,10,429,44,5,"Tuesday, August 2, 2022"
관악구,64,10,482,41,6,"Monday, August 1, 2022"
강동구,34,12,456,42,10,"Tuesday, July 26, 2022"
송파구,62,6,583,48,6,"Saturday, July 30, 2022"
관악구,55,15,527,76,12,"Wednesday, July 27, 2022"
금천구,62,19,561,32,5,"Saturday, August 6, 2022"
구로구,60,15,537,20,8,"Tuesday, August 2, 2022"
마포구,74,9,433,22,5,"Tuesday, July 26, 2022"
강남구,57,10,537,25,10,"Saturday, August 6, 2022"
서초구,40,13,408,79,7,"Friday, August 5, 2022"
동작구,47,14,461,21,9,"Sunday, August 7, 2022"
은평구,77,15,570,60,12,"Friday, July 29, 2022"
중랑구,49,14,423,68,13,"Monday, July 25, 2022"
강동구,30,18,588,41,12,"Sunday, July 31, 2022"
송파구,47,14,561,62,5,"Wednesday, August 3, 2022"
관악구,57,15,528,61,12,"Friday, August 5, 2022"
금천구,34,15,518,35,12,"Saturday, July 30, 2022"
구로구,51,14,566,42,13,"Sunday, August 7, 2022"
마포구,36,16,497,47,8,"Saturday, August 6, 2022"
서대문구,60,12,413,28,10,"Tuesday, July 26, 2022"
중구,49,8,544,46,5,"Friday, July 29, 2022"
성북구,69,9,552,60,8,"Wednesday, July 27, 2022"
종로구,52,17,446,60,12,"Saturday, July 30, 2022"
영등포구,74,11,590,62,13,"Saturday, July 30, 2022"
관악구,31,17,543,32,11,"Monday, August 1, 2022"
강동구,61,19,410,74,7,"Wednesday, July 27, 2022"
송파구,21,17,472,40,9,"Tuesday, July 26, 2022"
관악구,51,7,462,42,13,"Wednesday, August 3, 2022"
금천구,33,10,404,61,7,"Thursday, July 28, 2022"
구로구,36,6,426,66,9,"Monday, July 25, 2022"
마포구,27,17,460,58,7,"Sunday, August 7, 2022"
강남구,76,10,403,43,7,"Monday, August 1, 2022"
서초구,62,10,517,26,6,"Friday, July 29, 2022"
동작구,41,16,519,36,11,"Thursday, July 28, 2022"
은평구,39,14,417,21,10,"Friday, July 29, 2022"
중랑구,78,18,549,53,6,"Monday, August 1, 2022"
강동구,41,6,529,20,10,"Tuesday, August 2, 2022"
송파구,72,15,514,63,10,"Wednesday, August 3, 2022"
관악구,49,15,533,35,7,"Monday, July 25, 2022"
금천구,21,17,508,22,12,"Friday, August 5, 2022"
구로구,31,10,403,50,12,"Sunday, August 7, 2022"
마포구,41,9,445,22,12,"Sunday, August 7, 2022"
서대문구,62,7,543,58,10,"Sunday, July 31, 2022"
중구,56,17,565,65,12,"Friday, July 29, 2022"
성북구,42,19,579,62,5,"Saturday, July 30, 2022"
종로구,53,19,590,54,12,"Saturday, August 6, 2022"
영등포구,67,13,535,54,11,"Tuesday, August 2, 2022"
관악구,62,14,485,75,12,"Friday, July 29, 2022"
